region_4,technology_3,timestep_2,parameter,value
99FR,ottoPsngRoadPrvt,2020,capaConvResi,0.20798
01ES,ottoPsngRoadPub,2020,capaConvResi,0.00156
02ES,ottoPsngRoadPub,2020,capaConvResi,0.00131
03ES,ottoPsngRoadPub,2020,capaConvResi,0.00098
04ES,ottoPsngRoadPub,2020,capaConvResi,0.0015
05ES,ottoPsngRoadPub,2020,capaConvResi,0.00062
06ES,ottoPsngRoadPub,2020,capaConvResi,0.00357
07ES,ottoPsngRoadPub,2020,capaConvResi,0.00381
08ES,ottoPsngRoadPub,2020,capaConvResi,0.00123
09ES,ottoPsngRoadPub,2020,capaConvResi,0.00263
10ES,ottoPsngRoadPub,2020,capaConvResi,0.00151
11ES,ottoPsngRoadPub,2020,capaConvResi,0.00444
12PT,ottoPsngRoadPub,2020,capaConvResi,0.0002
13PT,ottoPsngRoadPub,2020,capaConvResi,0.0002
14FR,ottoPsngRoadPub,2020,capaConvResi,0.00016
15FR,ottoPsngRoadPub,2020,capaConvResi,0.00009
16FR,ottoPsngRoadPub,2020,capaConvResi,0.00015
17FR,ottoPsngRoadPub,2020,capaConvResi,0.00012
18FR,ottoPsngRoadPub,2020,capaConvResi,0.0001
19FR,ottoPsngRoadPub,2020,capaConvResi,0.00011
20FR,ottoPsngRoadPub,2020,capaConvResi,0.00009
21FR,ottoPsngRoadPub,2020,capaConvResi,0.00014
22FR,ottoPsngRoadPub,2020,capaConvResi,0.00005
23FR,ottoPsngRoadPub,2020,capaConvResi,0.00026
24FR,ottoPsngRoadPub,2020,capaConvResi,0.00005
25FR,ottoPsngRoadPub,2020,capaConvResi,0.00014
26FR,ottoPsngRoadPub,2020,capaConvResi,0.0002
27FR,ottoPsngRoadPub,2020,capaConvResi,0.00003
28BE,ottoPsngRoadPub,2020,capaConvResi,0.00676
29LU,ottoPsngRoadPub,2020,capaConvResi,0.00004
30NL,ottoPsngRoadPub,2020,capaConvResi,0.43828
31DE,ottoPsngRoadPub,2020,capaConvResi,0.00087
32DE,ottoPsngRoadPub,2020,capaConvResi,0.00042
33DE,ottoPsngRoadPub,2020,capaConvResi,0.00117
34DE,ottoPsngRoadPub,2020,capaConvResi,0.00052
35DE,ottoPsngRoadPub,2020,capaConvResi,0.0008
36DE,ottoPsngRoadPub,2020,capaConvResi,0.00077
37DE,ottoPsngRoadPub,2020,capaConvResi,0.00092
38DK,ottoPsngRoadPub,2020,capaConvResi,0.00883
39CZ,ottoPsngRoadPub,2020,capaConvResi,0.05932
40CZ,ottoPsngRoadPub,2020,capaConvResi,0.03847
41PL,ottoPsngRoadPub,2020,capaConvResi,0.02672
42PL,ottoPsngRoadPub,2020,capaConvResi,0.01655
43PL,ottoPsngRoadPub,2020,capaConvResi,0.02503
44PL,ottoPsngRoadPub,2020,capaConvResi,0.02589
45PL,ottoPsngRoadPub,2020,capaConvResi,0.0175
46SK,ottoPsngRoadPub,2020,capaConvResi,0.00029
47CH,ottoPsngRoadPub,2020,capaConvResi,0.00698
48CH,ottoPsngRoadPub,2020,capaConvResi,0.00093
49AT,ottoPsngRoadPub,2020,capaConvResi,0.00178
50AT,ottoPsngRoadPub,2020,capaConvResi,0.00262
51AT,ottoPsngRoadPub,2020,capaConvResi,0.00294
52IT,ottoPsngRoadPub,2020,capaConvResi,0.02143
53IT,ottoPsngRoadPub,2020,capaConvResi,0.00499
54IT,ottoPsngRoadPub,2020,capaConvResi,0.00966
55IT,ottoPsngRoadPub,2020,capaConvResi,0.00504
56IT,ottoPsngRoadPub,2020,capaConvResi,0.00393
57SI,ottoPsngRoadPub,2020,capaConvResi,0.00017
58HU,ottoPsngRoadPub,2020,capaConvResi,0.00454
59RO,ottoPsngRoadPub,2020,capaConvResi,0.00098
60RO,ottoPsngRoadPub,2020,capaConvResi,0.00156
61RO,ottoPsngRoadPub,2020,capaConvResi,0.00087
62HR,ottoPsngRoadPub,2020,capaConvResi,0.00097
63BA,ottoPsngRoadPub,2020,capaConvResi,0.00087
64ME,ottoPsngRoadPub,2020,capaConvResi,0.00003
65RS,ottoPsngRoadPub,2020,capaConvResi,0.00217
67MK,ottoPsngRoadPub,2020,capaConvResi,0.00856
68GR,ottoPsngRoadPub,2020,capaConvResi,0.00287
69GR,ottoPsngRoadPub,2020,capaConvResi,0.00795
70AL,ottoPsngRoadPub,2020,capaConvResi,0.00065
72DK,ottoPsngRoadPub,2020,capaConvResi,0.00668
73EE,ottoPsngRoadPub,2020,capaConvResi,0.00662
74FI,ottoPsngRoadPub,2020,capaConvResi,0.00015
75FI,ottoPsngRoadPub,2020,capaConvResi,0.00095
77LT,ottoPsngRoadPub,2020,capaConvResi,0.00207
78LV,ottoPsngRoadPub,2020,capaConvResi,0.00082
79NO,ottoPsngRoadPub,2020,capaConvResi,0.00057
80NO,ottoPsngRoadPub,2020,capaConvResi,0.0006
81NO,ottoPsngRoadPub,2020,capaConvResi,0.00047
82NO,ottoPsngRoadPub,2020,capaConvResi,0.00154
83NO,ottoPsngRoadPub,2020,capaConvResi,0.00045
84NO,ottoPsngRoadPub,2020,capaConvResi,0.0004
85NO,ottoPsngRoadPub,2020,capaConvResi,0.00007
86SE,ottoPsngRoadPub,2020,capaConvResi,0.00006
87SE,ottoPsngRoadPub,2020,capaConvResi,0.00021
88SE,ottoPsngRoadPub,2020,capaConvResi,0.00135
89SE,ottoPsngRoadPub,2020,capaConvResi,0.00041
90UK,ottoPsngRoadPub,2020,capaConvResi,0.01761
91UK,ottoPsngRoadPub,2020,capaConvResi,0.00597
92UK,ottoPsngRoadPub,2020,capaConvResi,0.02354
93UK,ottoPsngRoadPub,2020,capaConvResi,0.00648
94UK,ottoPsngRoadPub,2020,capaConvResi,0.0033
95UK,ottoPsngRoadPub,2020,capaConvResi,0.00206
96IE,ottoPsngRoadPub,2020,capaConvResi,0.00036
98IT,ottoPsngRoadPub,2020,capaConvResi,0.00126
99FR,ottoPsngRoadPub,2020,capaConvResi,0.00001
01ES,bevFrtRoadHeavy,2020,capaConvResi,0.0002
02ES,bevFrtRoadHeavy,2020,capaConvResi,0.00018
03ES,bevFrtRoadHeavy,2020,capaConvResi,0.00014
04ES,bevFrtRoadHeavy,2020,capaConvResi,0.00032
05ES,bevFrtRoadHeavy,2020,capaConvResi,0.00012
06ES,bevFrtRoadHeavy,2020,capaConvResi,0.0007
07ES,bevFrtRoadHeavy,2020,capaConvResi,0.0007
08ES,bevFrtRoadHeavy,2020,capaConvResi,0.00014
09ES,bevFrtRoadHeavy,2020,capaConvResi,0.00032
10ES,bevFrtRoadHeavy,2020,capaConvResi,0.00019
11ES,bevFrtRoadHeavy,2020,capaConvResi,0.00058
14FR,bevFrtRoadHeavy,2020,capaConvResi,0.00002
15FR,bevFrtRoadHeavy,2020,capaConvResi,0.00001
16FR,bevFrtRoadHeavy,2020,capaConvResi,0.00002
17FR,bevFrtRoadHeavy,2020,capaConvResi,0.00001
18FR,bevFrtRoadHeavy,2020,capaConvResi,0.00001
19FR,bevFrtRoadHeavy,2020,capaConvResi,0.00001
20FR,bevFrtRoadHeavy,2020,capaConvResi,0.00001
21FR,bevFrtRoadHeavy,2020,capaConvResi,0.00001
22FR,bevFrtRoadHeavy,2020,capaConvResi,0.00001
23FR,bevFrtRoadHeavy,2020,capaConvResi,0.00005
24FR,bevFrtRoadHeavy,2020,capaConvResi,0.00001
25FR,bevFrtRoadHeavy,2020,capaConvResi,0.00001
26FR,bevFrtRoadHeavy,2020,capaConvResi,0.00002
27FR,bevFrtRoadHeavy,2020,capaConvResi,0.00001
28BE,bevFrtRoadHeavy,2020,capaConvResi,0.00036
31DE,bevFrtRoadHeavy,2020,capaConvResi,0.00052
32DE,bevFrtRoadHeavy,2020,capaConvResi,0.00026
33DE,bevFrtRoadHeavy,2020,capaConvResi,0.00069
34DE,bevFrtRoadHeavy,2020,capaConvResi,0.00024
35DE,bevFrtRoadHeavy,2020,capaConvResi,0.00046
36DE,bevFrtRoadHeavy,2020,capaConvResi,0.00047
37DE,bevFrtRoadHeavy,2020,capaConvResi,0.00058
41PL,bevFrtRoadHeavy,2020,capaConvResi,0.00289
42PL,bevFrtRoadHeavy,2020,capaConvResi,0.00109
43PL,bevFrtRoadHeavy,2020,capaConvResi,0.00204
44PL,bevFrtRoadHeavy,2020,capaConvResi,0.00221
45PL,bevFrtRoadHeavy,2020,capaConvResi,0.00135
49AT,bevFrtRoadHeavy,2020,capaConvResi,0.00025
50AT,bevFrtRoadHeavy,2020,capaConvResi,0.0003
51AT,bevFrtRoadHeavy,2020,capaConvResi,0.00042
52IT,bevFrtRoadHeavy,2020,capaConvResi,1.23864
53IT,bevFrtRoadHeavy,2020,capaConvResi,0.23107
54IT,bevFrtRoadHeavy,2020,capaConvResi,0.43304
55IT,bevFrtRoadHeavy,2020,capaConvResi,0.16578
56IT,bevFrtRoadHeavy,2020,capaConvResi,0.11617
58HU,bevFrtRoadHeavy,2020,capaConvResi,0.0005
68GR,bevFrtRoadHeavy,2020,capaConvResi,0.17031
69GR,bevFrtRoadHeavy,2020,capaConvResi,0.45953
79NO,bevFrtRoadHeavy,2020,capaConvResi,0.00004
80NO,bevFrtRoadHeavy,2020,capaConvResi,0.00009
81NO,bevFrtRoadHeavy,2020,capaConvResi,0.00017
82NO,bevFrtRoadHeavy,2020,capaConvResi,0.00032
83NO,bevFrtRoadHeavy,2020,capaConvResi,0.00009
84NO,bevFrtRoadHeavy,2020,capaConvResi,0.00007
85NO,bevFrtRoadHeavy,2020,capaConvResi,0.00002
90UK,bevFrtRoadHeavy,2020,capaConvResi,0.0265
91UK,bevFrtRoadHeavy,2020,capaConvResi,0.00356
92UK,bevFrtRoadHeavy,2020,capaConvResi,0.01626
93UK,bevFrtRoadHeavy,2020,capaConvResi,0.00442
94UK,bevFrtRoadHeavy,2020,capaConvResi,0.00287
95UK,bevFrtRoadHeavy,2020,capaConvResi,0.00063
98IT,bevFrtRoadHeavy,2020,capaConvResi,0.05936
01ES,bevFrtRoadLight,2025,capaConvResi,0.00073
02ES,bevFrtRoadLight,2025,capaConvResi,0.00068
03ES,bevFrtRoadLight,2025,capaConvResi,0.0005
04ES,bevFrtRoadLight,2025,capaConvResi,0.00117
05ES,bevFrtRoadLight,2025,capaConvResi,0.00043
06ES,bevFrtRoadLight,2025,capaConvResi,0.00262
07ES,bevFrtRoadLight,2025,capaConvResi,0.00262
08ES,bevFrtRoadLight,2025,capaConvResi,0.00051
09ES,bevFrtRoadLight,2025,capaConvResi,0.00118
10ES,bevFrtRoadLight,2025,capaConvResi,0.00068
11ES,bevFrtRoadLight,2025,capaConvResi,0.00216
12PT,bevFrtRoadLight,2025,capaConvResi,0.00033
13PT,bevFrtRoadLight,2025,capaConvResi,0.00045
14FR,bevFrtRoadLight,2025,capaConvResi,0.00665
15FR,bevFrtRoadLight,2025,capaConvResi,0.00317
16FR,bevFrtRoadLight,2025,capaConvResi,0.00662
17FR,bevFrtRoadLight,2025,capaConvResi,0.00478
18FR,bevFrtRoadLight,2025,capaConvResi,0.00388
19FR,bevFrtRoadLight,2025,capaConvResi,0.00503
20FR,bevFrtRoadLight,2025,capaConvResi,0.004
21FR,bevFrtRoadLight,2025,capaConvResi,0.00577
22FR,bevFrtRoadLight,2025,capaConvResi,0.00209
23FR,bevFrtRoadLight,2025,capaConvResi,0.0265
24FR,bevFrtRoadLight,2025,capaConvResi,0.00206
25FR,bevFrtRoadLight,2025,capaConvResi,0.00544
26FR,bevFrtRoadLight,2025,capaConvResi,0.00776
27FR,bevFrtRoadLight,2025,capaConvResi,0.00099
29LU,bevFrtRoadLight,2025,capaConvResi,0.00147
31DE,bevFrtRoadLight,2025,capaConvResi,0.02081
32DE,bevFrtRoadLight,2025,capaConvResi,0.01022
33DE,bevFrtRoadLight,2025,capaConvResi,0.02775
34DE,bevFrtRoadLight,2025,capaConvResi,0.00954
35DE,bevFrtRoadLight,2025,capaConvResi,0.01854
36DE,bevFrtRoadLight,2025,capaConvResi,0.01881
37DE,bevFrtRoadLight,2025,capaConvResi,0.0231
39CZ,bevFrtRoadLight,2025,capaConvResi,0.03122
40CZ,bevFrtRoadLight,2025,capaConvResi,0.01899
41PL,bevFrtRoadLight,2025,capaConvResi,0.00165
42PL,bevFrtRoadLight,2025,capaConvResi,0.00062
43PL,bevFrtRoadLight,2025,capaConvResi,0.00116
44PL,bevFrtRoadLight,2025,capaConvResi,0.00126
45PL,bevFrtRoadLight,2025,capaConvResi,0.00077
46SK,bevFrtRoadLight,2025,capaConvResi,0.02156
47CH,bevFrtRoadLight,2025,capaConvResi,0.00273
48CH,bevFrtRoadLight,2025,capaConvResi,0.00029
49AT,bevFrtRoadLight,2025,capaConvResi,0.00324
50AT,bevFrtRoadLight,2025,capaConvResi,0.00393
51AT,bevFrtRoadLight,2025,capaConvResi,0.00549
52IT,bevFrtRoadLight,2025,capaConvResi,2.83037
53IT,bevFrtRoadLight,2025,capaConvResi,0.52801
54IT,bevFrtRoadLight,2025,capaConvResi,0.98953
55IT,bevFrtRoadLight,2025,capaConvResi,0.3788
56IT,bevFrtRoadLight,2025,capaConvResi,0.26544
57SI,bevFrtRoadLight,2025,capaConvResi,0.00488
58HU,bevFrtRoadLight,2025,capaConvResi,0.00283
59RO,bevFrtRoadLight,2025,capaConvResi,0.00006
60RO,bevFrtRoadLight,2025,capaConvResi,0.00011
61RO,bevFrtRoadLight,2025,capaConvResi,0.00005
62HR,bevFrtRoadLight,2025,capaConvResi,0.00064
63BA,bevFrtRoadLight,2025,capaConvResi,0.00002
64ME,bevFrtRoadLight,2025,capaConvResi,0.00001
65RS,bevFrtRoadLight,2025,capaConvResi,0.00005
66BG,bevFrtRoadLight,2025,capaConvResi,0.00008
67MK,bevFrtRoadLight,2025,capaConvResi,0.00002
68GR,bevFrtRoadLight,2025,capaConvResi,0.05866
69GR,bevFrtRoadLight,2025,capaConvResi,0.15826
70AL,bevFrtRoadLight,2025,capaConvResi,0.00002
73EE,bevFrtRoadLight,2025,capaConvResi,0.00005
74FI,bevFrtRoadLight,2025,capaConvResi,0.00011
75FI,bevFrtRoadLight,2025,capaConvResi,0.00092
77LT,bevFrtRoadLight,2025,capaConvResi,0.00056
78LV,bevFrtRoadLight,2025,capaConvResi,0.0001
79NO,bevFrtRoadLight,2025,capaConvResi,0.00088
80NO,bevFrtRoadLight,2025,capaConvResi,0.00205
81NO,bevFrtRoadLight,2025,capaConvResi,0.00417
82NO,bevFrtRoadLight,2025,capaConvResi,0.00788
83NO,bevFrtRoadLight,2025,capaConvResi,0.00209
84NO,bevFrtRoadLight,2025,capaConvResi,0.00175
85NO,bevFrtRoadLight,2025,capaConvResi,0.00026
86SE,bevFrtRoadLight,2025,capaConvResi,0.00021
87SE,bevFrtRoadLight,2025,capaConvResi,0.00066
88SE,bevFrtRoadLight,2025,capaConvResi,0.00622
89SE,bevFrtRoadLight,2025,capaConvResi,0.00144
90UK,bevFrtRoadLight,2025,capaConvResi,0.01987
91UK,bevFrtRoadLight,2025,capaConvResi,0.00267
92UK,bevFrtRoadLight,2025,capaConvResi,0.01219
93UK,bevFrtRoadLight,2025,capaConvResi,0.00331
94UK,bevFrtRoadLight,2025,capaConvResi,0.00215
95UK,bevFrtRoadLight,2025,capaConvResi,0.00047
96IE,bevFrtRoadLight,2025,capaConvResi,0.62918
98IT,bevFrtRoadLight,2025,capaConvResi,0.13564
99FR,bevFrtRoadLight,2025,capaConvResi,0.00035
01ES,bevPsngRoadPrvt,2025,capaConvResi,0.02746
02ES,bevPsngRoadPrvt,2025,capaConvResi,0.0189
03ES,bevPsngRoadPrvt,2025,capaConvResi,0.01381
04ES,bevPsngRoadPrvt,2025,capaConvResi,0.02656
05ES,bevPsngRoadPrvt,2025,capaConvResi,0.00875
06ES,bevPsngRoadPrvt,2025,capaConvResi,0.0542
07ES,bevPsngRoadPrvt,2025,capaConvResi,0.06392
08ES,bevPsngRoadPrvt,2025,capaConvResi,0.01561
09ES,bevPsngRoadPrvt,2025,capaConvResi,0.03418
10ES,bevPsngRoadPrvt,2025,capaConvResi,0.01963
11ES,bevPsngRoadPrvt,2025,capaConvResi,0.05747
12PT,bevPsngRoadPrvt,2025,capaConvResi,0.0394
13PT,bevPsngRoadPrvt,2025,capaConvResi,0.03899
14FR,bevPsngRoadPrvt,2025,capaConvResi,0.16909
15FR,bevPsngRoadPrvt,2025,capaConvResi,0.09046
16FR,bevPsngRoadPrvt,2025,capaConvResi,0.1566
17FR,bevPsngRoadPrvt,2025,capaConvResi,0.10794
18FR,bevPsngRoadPrvt,2025,capaConvResi,0.10711
19FR,bevPsngRoadPrvt,2025,capaConvResi,0.12079
20FR,bevPsngRoadPrvt,2025,capaConvResi,0.09764
21FR,bevPsngRoadPrvt,2025,capaConvResi,0.13707
22FR,bevPsngRoadPrvt,2025,capaConvResi,0.04597
23FR,bevPsngRoadPrvt,2025,capaConvResi,0.45933
24FR,bevPsngRoadPrvt,2025,capaConvResi,0.05388
25FR,bevPsngRoadPrvt,2025,capaConvResi,0.14166
26FR,bevPsngRoadPrvt,2025,capaConvResi,0.162
27FR,bevPsngRoadPrvt,2025,capaConvResi,0.01809
28BE,bevPsngRoadPrvt,2025,capaConvResi,0.27188
29LU,bevPsngRoadPrvt,2025,capaConvResi,0.01733
31DE,bevPsngRoadPrvt,2025,capaConvResi,0.05975
32DE,bevPsngRoadPrvt,2025,capaConvResi,0.03124
33DE,bevPsngRoadPrvt,2025,capaConvResi,0.07756
34DE,bevPsngRoadPrvt,2025,capaConvResi,0.03798
35DE,bevPsngRoadPrvt,2025,capaConvResi,0.05683
36DE,bevPsngRoadPrvt,2025,capaConvResi,0.04195
37DE,bevPsngRoadPrvt,2025,capaConvResi,0.06651
38DK,bevPsngRoadPrvt,2025,capaConvResi,0.04049
39CZ,bevPsngRoadPrvt,2025,capaConvResi,0.0027
40CZ,bevPsngRoadPrvt,2025,capaConvResi,0.0017
41PL,bevPsngRoadPrvt,2025,capaConvResi,0.0066
42PL,bevPsngRoadPrvt,2025,capaConvResi,0.00474
43PL,bevPsngRoadPrvt,2025,capaConvResi,0.0066
44PL,bevPsngRoadPrvt,2025,capaConvResi,0.00611
45PL,bevPsngRoadPrvt,2025,capaConvResi,0.00474
46SK,bevPsngRoadPrvt,2025,capaConvResi,0.00555
47CH,bevPsngRoadPrvt,2025,capaConvResi,0.20521
48CH,bevPsngRoadPrvt,2025,capaConvResi,0.03141
49AT,bevPsngRoadPrvt,2025,capaConvResi,0.03403
50AT,bevPsngRoadPrvt,2025,capaConvResi,0.04024
51AT,bevPsngRoadPrvt,2025,capaConvResi,0.08067
52IT,bevPsngRoadPrvt,2025,capaConvResi,0.14616
53IT,bevPsngRoadPrvt,2025,capaConvResi,0.03979
54IT,bevPsngRoadPrvt,2025,capaConvResi,0.10217
55IT,bevPsngRoadPrvt,2025,capaConvResi,0.06057
56IT,bevPsngRoadPrvt,2025,capaConvResi,0.02968
57SI,bevPsngRoadPrvt,2025,capaConvResi,0.00523
58HU,bevPsngRoadPrvt,2025,capaConvResi,0.0066
59RO,bevPsngRoadPrvt,2025,capaConvResi,0.0026
60RO,bevPsngRoadPrvt,2025,capaConvResi,0.0046
61RO,bevPsngRoadPrvt,2025,capaConvResi,0.00278
62HR,bevPsngRoadPrvt,2025,capaConvResi,0.00105
63BA,bevPsngRoadPrvt,2025,capaConvResi,0.00141
64ME,bevPsngRoadPrvt,2025,capaConvResi,0.00051
65RS,bevPsngRoadPrvt,2025,capaConvResi,0.00353
66BG,bevPsngRoadPrvt,2025,capaConvResi,0.00685
67MK,bevPsngRoadPrvt,2025,capaConvResi,0.00004
68GR,bevPsngRoadPrvt,2025,capaConvResi,0.01562
69GR,bevPsngRoadPrvt,2025,capaConvResi,0.03841
70AL,bevPsngRoadPrvt,2025,capaConvResi,0.00106
72DK,bevPsngRoadPrvt,2025,capaConvResi,0.03988
73EE,bevPsngRoadPrvt,2025,capaConvResi,0.00942
74FI,bevPsngRoadPrvt,2025,capaConvResi,0.01225
75FI,bevPsngRoadPrvt,2025,capaConvResi,0.07378
77LT,bevPsngRoadPrvt,2025,capaConvResi,0.01259
78LV,bevPsngRoadPrvt,2025,capaConvResi,0.00102
79NO,bevPsngRoadPrvt,2025,capaConvResi,0.13207
80NO,bevPsngRoadPrvt,2025,capaConvResi,0.08109
81NO,bevPsngRoadPrvt,2025,capaConvResi,0.12078
82NO,bevPsngRoadPrvt,2025,capaConvResi,0.68377
83NO,bevPsngRoadPrvt,2025,capaConvResi,0.16979
84NO,bevPsngRoadPrvt,2025,capaConvResi,0.11856
85NO,bevPsngRoadPrvt,2025,capaConvResi,0.01526
86SE,bevPsngRoadPrvt,2025,capaConvResi,0.01178
87SE,bevPsngRoadPrvt,2025,capaConvResi,0.04285
88SE,bevPsngRoadPrvt,2025,capaConvResi,0.28621
89SE,bevPsngRoadPrvt,2025,capaConvResi,0.05908
90UK,bevPsngRoadPrvt,2025,capaConvResi,0.38796
91UK,bevPsngRoadPrvt,2025,capaConvResi,0.17532
92UK,bevPsngRoadPrvt,2025,capaConvResi,0.60889
93UK,bevPsngRoadPrvt,2025,capaConvResi,0.18945
94UK,bevPsngRoadPrvt,2025,capaConvResi,0.11274
95UK,bevPsngRoadPrvt,2025,capaConvResi,0.06568
96IE,bevPsngRoadPrvt,2025,capaConvResi,0.01525
98IT,bevPsngRoadPrvt,2025,capaConvResi,0.01321
99FR,bevPsngRoadPrvt,2025,capaConvResi,0.013
01ES,bevPsngRoadPub,2025,capaConvResi,0.00159
02ES,bevPsngRoadPub,2025,capaConvResi,0.00133
03ES,bevPsngRoadPub,2025,capaConvResi,0.001
04ES,bevPsngRoadPub,2025,capaConvResi,0.00152
05ES,bevPsngRoadPub,2025,capaConvResi,0.00063
06ES,bevPsngRoadPub,2025,capaConvResi,0.00364
07ES,bevPsngRoadPub,2025,capaConvResi,0.00387
08ES,bevPsngRoadPub,2025,capaConvResi,0.00125
09ES,bevPsngRoadPub,2025,capaConvResi,0.00267
10ES,bevPsngRoadPub,2025,capaConvResi,0.00154
11ES,bevPsngRoadPub,2025,capaConvResi,0.00451
12PT,bevPsngRoadPub,2025,capaConvResi,0.00133
13PT,bevPsngRoadPub,2025,capaConvResi,0.00132
14FR,bevPsngRoadPub,2025,capaConvResi,0.00549
15FR,bevPsngRoadPub,2025,capaConvResi,0.00291
16FR,bevPsngRoadPub,2025,capaConvResi,0.00533
17FR,bevPsngRoadPub,2025,capaConvResi,0.00401
18FR,bevPsngRoadPub,2025,capaConvResi,0.00332
19FR,bevPsngRoadPub,2025,capaConvResi,0.00372
20FR,bevPsngRoadPub,2025,capaConvResi,0.00301
21FR,bevPsngRoadPub,2025,capaConvResi,0.00474
22FR,bevPsngRoadPub,2025,capaConvResi,0.00179
23FR,bevPsngRoadPub,2025,capaConvResi,0.00922
24FR,bevPsngRoadPub,2025,capaConvResi,0.00168
25FR,bevPsngRoadPub,2025,capaConvResi,0.0049
26FR,bevPsngRoadPub,2025,capaConvResi,0.00681
27FR,bevPsngRoadPub,2025,capaConvResi,0.00078
28BE,bevPsngRoadPub,2025,capaConvResi,0.00308
29LU,bevPsngRoadPub,2025,capaConvResi,0.0039
31DE,bevPsngRoadPub,2025,capaConvResi,0.00541
32DE,bevPsngRoadPub,2025,capaConvResi,0.00264
33DE,bevPsngRoadPub,2025,capaConvResi,0.00728
34DE,bevPsngRoadPub,2025,capaConvResi,0.00321
35DE,bevPsngRoadPub,2025,capaConvResi,0.00496
36DE,bevPsngRoadPub,2025,capaConvResi,0.00478
37DE,bevPsngRoadPub,2025,capaConvResi,0.00575
38DK,bevPsngRoadPub,2025,capaConvResi,0.00045
41PL,bevPsngRoadPub,2025,capaConvResi,0.00632
42PL,bevPsngRoadPub,2025,capaConvResi,0.00392
43PL,bevPsngRoadPub,2025,capaConvResi,0.00592
44PL,bevPsngRoadPub,2025,capaConvResi,0.00612
45PL,bevPsngRoadPub,2025,capaConvResi,0.00414
46SK,bevPsngRoadPub,2025,capaConvResi,0.00157
47CH,bevPsngRoadPub,2025,capaConvResi,0.01028
48CH,bevPsngRoadPub,2025,capaConvResi,0.00136
49AT,bevPsngRoadPub,2025,capaConvResi,0.00821
50AT,bevPsngRoadPub,2025,capaConvResi,0.0121
51AT,bevPsngRoadPub,2025,capaConvResi,0.01356
52IT,bevPsngRoadPub,2025,capaConvResi,0.04589
53IT,bevPsngRoadPub,2025,capaConvResi,0.01067
54IT,bevPsngRoadPub,2025,capaConvResi,0.02069
55IT,bevPsngRoadPub,2025,capaConvResi,0.01078
56IT,bevPsngRoadPub,2025,capaConvResi,0.00841
57SI,bevPsngRoadPub,2025,capaConvResi,0.00093
58HU,bevPsngRoadPub,2025,capaConvResi,0.00321
59RO,bevPsngRoadPub,2025,capaConvResi,0.00018
60RO,bevPsngRoadPub,2025,capaConvResi,0.00028
61RO,bevPsngRoadPub,2025,capaConvResi,0.00016
62HR,bevPsngRoadPub,2025,capaConvResi,0.00045
63BA,bevPsngRoadPub,2025,capaConvResi,0.00016
64ME,bevPsngRoadPub,2025,capaConvResi,0.00001
65RS,bevPsngRoadPub,2025,capaConvResi,0.00039
66BG,bevPsngRoadPub,2025,capaConvResi,1.12848
68GR,bevPsngRoadPub,2025,capaConvResi,0.00615
69GR,bevPsngRoadPub,2025,capaConvResi,0.01702
70AL,bevPsngRoadPub,2025,capaConvResi,0.00012
72DK,bevPsngRoadPub,2025,capaConvResi,0.00034
73EE,bevPsngRoadPub,2025,capaConvResi,0.00008
74FI,bevPsngRoadPub,2025,capaConvResi,0.00024
75FI,bevPsngRoadPub,2025,capaConvResi,0.00147
77LT,bevPsngRoadPub,2025,capaConvResi,0.0249
78LV,bevPsngRoadPub,2025,capaConvResi,0.02168
79NO,bevPsngRoadPub,2025,capaConvResi,0.00033
80NO,bevPsngRoadPub,2025,capaConvResi,0.00034
81NO,bevPsngRoadPub,2025,capaConvResi,0.00027
82NO,bevPsngRoadPub,2025,capaConvResi,0.00088
83NO,bevPsngRoadPub,2025,capaConvResi,0.00026
84NO,bevPsngRoadPub,2025,capaConvResi,0.00023
85NO,bevPsngRoadPub,2025,capaConvResi,0.00004
86SE,bevPsngRoadPub,2025,capaConvResi,0.00051
87SE,bevPsngRoadPub,2025,capaConvResi,0.00178
88SE,bevPsngRoadPub,2025,capaConvResi,0.01152
89SE,bevPsngRoadPub,2025,capaConvResi,0.00343
90UK,bevPsngRoadPub,2025,capaConvResi,0.00619
91UK,bevPsngRoadPub,2025,capaConvResi,0.0021
92UK,bevPsngRoadPub,2025,capaConvResi,0.00827
93UK,bevPsngRoadPub,2025,capaConvResi,0.00228
94UK,bevPsngRoadPub,2025,capaConvResi,0.00116
95UK,bevPsngRoadPub,2025,capaConvResi,0.00073
98IT,bevPsngRoadPub,2025,capaConvResi,0.00268
99FR,bevPsngRoadPub,2025,capaConvResi,0.00035
01ES,cngPsngRoadPrvt,2025,capaConvResi,0.00044
02ES,cngPsngRoadPrvt,2025,capaConvResi,0.00031
03ES,cngPsngRoadPrvt,2025,capaConvResi,0.00023
04ES,cngPsngRoadPrvt,2025,capaConvResi,0.00043
05ES,cngPsngRoadPrvt,2025,capaConvResi,0.00014
06ES,cngPsngRoadPrvt,2025,capaConvResi,0.00087
07ES,cngPsngRoadPrvt,2025,capaConvResi,0.00103
08ES,cngPsngRoadPrvt,2025,capaConvResi,0.00025
09ES,cngPsngRoadPrvt,2025,capaConvResi,0.00055
10ES,cngPsngRoadPrvt,2025,capaConvResi,0.00032
11ES,cngPsngRoadPrvt,2025,capaConvResi,0.00092
12PT,cngPsngRoadPrvt,2025,capaConvResi,0.00002
13PT,cngPsngRoadPrvt,2025,capaConvResi,0.00002
14FR,cngPsngRoadPrvt,2025,capaConvResi,0.00007
