technology_3,region_2,timestep_2,parameter,value,source
resistiveHeatSpace,BE,2035,lifeConv,30,
resistiveHeatSpace,BE,2040,lifeConv,30,
resistiveHeatSpace,BE,2045,lifeConv,30,
resistiveHeatSpace,BE,2050,lifeConv,30,
resistiveHeatSpace,BE,,effConv,1,
resistiveHeatSpace,BE,2025,costExpConv,682.8253,
resistiveHeatSpace,BE,2030,costExpConv,665.9246,
resistiveHeatSpace,BE,2035,costExpConv,649.6461,
resistiveHeatSpace,BE,2040,costExpConv,633.3676,
resistiveHeatSpace,BE,2045,costExpConv,617.885,
resistiveHeatSpace,BE,2050,costExpConv,602.4023,
resistiveHeatSpace,BE,2025,costOprConv,0.8214,
resistiveHeatSpace,BE,2030,costOprConv,0.7928,
resistiveHeatSpace,BE,2035,costOprConv,0.7755,
resistiveHeatSpace,BE,2040,costOprConv,0.7583,
resistiveHeatSpace,BE,2045,costOprConv,0.7411,
resistiveHeatSpace,BE,2050,costOprConv,0.7238,
gasBoilerSpace,BG,2025,lifeConv,22.8715,
gasBoilerSpace,BG,2030,lifeConv,22.8715,
gasBoilerSpace,BG,2035,lifeConv,22.8715,
gasBoilerSpace,BG,2040,lifeConv,22.8715,
gasBoilerSpace,BG,2045,lifeConv,22.8715,
gasBoilerSpace,BG,2050,lifeConv,22.8715,
gasBoilerSpace,BG,,effConv,1.0024,
gasBoilerSpace,BG,2025,costExpConv,154.3085,
gasBoilerSpace,BG,2030,costExpConv,151.7497,
gasBoilerSpace,BG,2035,costExpConv,148.9658,
gasBoilerSpace,BG,2040,costExpConv,146.1175,
gasBoilerSpace,BG,2045,costExpConv,142.6778,
gasBoilerSpace,BG,2050,costExpConv,139.2381,
gasBoilerSpace,BG,2025,costOprConv,6.6227,
gasBoilerSpace,BG,2030,costOprConv,6.622,
gasBoilerSpace,BG,2035,costOprConv,6.4827,
gasBoilerSpace,BG,2040,costOprConv,6.3411,
gasBoilerSpace,BG,2045,costOprConv,5.8789,
gasBoilerSpace,BG,2050,costOprConv,5.4167,
districtHeatSpace,BG,2025,lifeConv,25,
districtHeatSpace,BG,2030,lifeConv,25,
districtHeatSpace,BG,2035,lifeConv,25,
districtHeatSpace,BG,2040,lifeConv,25,
districtHeatSpace,BG,2045,lifeConv,25,
districtHeatSpace,BG,2050,lifeConv,25,
districtHeatSpace,BG,,effConv,0.9,
districtHeatSpace,BG,2025,costExpConv,96.2115,
districtHeatSpace,BG,2030,costExpConv,93.7741,
districtHeatSpace,BG,2035,costExpConv,91.235,
districtHeatSpace,BG,2040,costExpConv,88.6827,
districtHeatSpace,BG,2045,costExpConv,86.2911,
districtHeatSpace,BG,2050,costExpConv,83.8994,
districtHeatSpace,BG,2025,costOprConv,1.6606,
districtHeatSpace,BG,2030,costOprConv,1.6898,
districtHeatSpace,BG,2035,costOprConv,1.6613,
districtHeatSpace,BG,2040,costOprConv,1.6326,
districtHeatSpace,BG,2045,costOprConv,1.6029,
districtHeatSpace,BG,2050,costOprConv,1.5733,
bioBoilerSpace,BG,2025,lifeConv,20,
bioBoilerSpace,BG,2030,lifeConv,20,
bioBoilerSpace,BG,2035,lifeConv,20,
bioBoilerSpace,BG,2040,lifeConv,20,
bioBoilerSpace,BG,2045,lifeConv,20,
bioBoilerSpace,BG,2050,lifeConv,20,
bioBoilerSpace,BG,,effConv,0.884,
bioBoilerSpace,BG,2025,costExpConv,282.7083,
bioBoilerSpace,BG,2030,costExpConv,283.2751,
bioBoilerSpace,BG,2035,costExpConv,278.3724,
bioBoilerSpace,BG,2040,costExpConv,273.3482,
bioBoilerSpace,BG,2045,costExpConv,287.0517,
bioBoilerSpace,BG,2050,costExpConv,300.7551,
bioBoilerSpace,BG,2025,costOprConv,15.2805,
bioBoilerSpace,BG,2030,costOprConv,15.4756,
bioBoilerSpace,BG,2035,costOprConv,15.3003,
bioBoilerSpace,BG,2040,costOprConv,15.1196,
bioBoilerSpace,BG,2045,costOprConv,16.4006,
bioBoilerSpace,BG,2050,costOprConv,17.6817,
heatpumpAirSpace,BG,2025,lifeConv,18.2972,
heatpumpAirSpace,BG,2030,lifeConv,18.2972,
heatpumpAirSpace,BG,2035,lifeConv,18.2972,
heatpumpAirSpace,BG,2040,lifeConv,18.2972,
heatpumpAirSpace,BG,2045,lifeConv,18.2972,
heatpumpAirSpace,BG,2050,lifeConv,18.2972,
heatpumpAirSpace,BG,2025,costExpConv,3072.6975,
heatpumpAirSpace,BG,2030,costExpConv,2910.5317,
heatpumpAirSpace,BG,2035,costExpConv,2847.2138,
heatpumpAirSpace,BG,2040,costExpConv,2784.5449,
heatpumpAirSpace,BG,2045,costExpConv,2698.4682,
heatpumpAirSpace,BG,2050,costExpConv,2612.3914,
heatpumpAirSpace,BG,2025,costOprConv,65.2755,
heatpumpAirSpace,BG,2030,costOprConv,67.4801,
heatpumpAirSpace,BG,2035,costOprConv,68.1833,
heatpumpAirSpace,BG,2040,costOprConv,68.8714,
heatpumpAirSpace,BG,2045,costOprConv,69.1481,
heatpumpAirSpace,BG,2050,costOprConv,69.4249,
heatpumpGroundSpace,BG,2025,lifeConv,20,
heatpumpGroundSpace,BG,2030,lifeConv,20,
heatpumpGroundSpace,BG,2035,lifeConv,20,
heatpumpGroundSpace,BG,2040,lifeConv,20,
heatpumpGroundSpace,BG,2045,lifeConv,20,
heatpumpGroundSpace,BG,2050,lifeConv,20,
heatpumpGroundSpace,BG,2025,costExpConv,4074.8743,
heatpumpGroundSpace,BG,2030,costExpConv,3938.9643,
heatpumpGroundSpace,BG,2035,costExpConv,3904.9,
heatpumpGroundSpace,BG,2040,costExpConv,3871.317,
heatpumpGroundSpace,BG,2045,costExpConv,3783.0254,
heatpumpGroundSpace,BG,2050,costExpConv,3694.7339,
heatpumpGroundSpace,BG,2025,costOprConv,57.6097,
heatpumpGroundSpace,BG,2030,costOprConv,58.4033,
heatpumpGroundSpace,BG,2035,costOprConv,58.7875,
heatpumpGroundSpace,BG,2040,costOprConv,59.1484,
heatpumpGroundSpace,BG,2045,costOprConv,58.7448,
heatpumpGroundSpace,BG,2050,costOprConv,58.3411,
solarThermalResi_b,BG,2025,lifeConv,25,
solarThermalResi_b,BG,2030,lifeConv,30,
solarThermalResi_b,BG,2035,lifeConv,30,
solarThermalResi_b,BG,2040,lifeConv,30,
solarThermalResi_b,BG,2045,lifeConv,30,
solarThermalResi_b,BG,2050,lifeConv,30,
solarThermalResi_b,BG,2025,costExpConv,1506.6565,
solarThermalResi_b,BG,2030,costExpConv,1443.3894,
solarThermalResi_b,BG,2035,costExpConv,1407.1838,
solarThermalResi_b,BG,2040,costExpConv,1372.9028,
solarThermalResi_b,BG,2045,costExpConv,1338.9078,
solarThermalResi_b,BG,2050,costExpConv,1304.9129,
solarThermalResi_b,BG,2025,costOprConv,10.1542,
solarThermalResi_b,BG,2030,costOprConv,10.2454,
solarThermalResi_b,BG,2035,costOprConv,10.0531,
solarThermalResi_b,BG,2040,costOprConv,9.8756,
solarThermalResi_b,BG,2045,costOprConv,9.619,
solarThermalResi_b,BG,2050,costOprConv,9.3624,
resistiveHeatSpace,BG,2025,lifeConv,30,
resistiveHeatSpace,BG,2030,lifeConv,30,
resistiveHeatSpace,BG,2035,lifeConv,30,
resistiveHeatSpace,BG,2040,lifeConv,30,
resistiveHeatSpace,BG,2045,lifeConv,30,
resistiveHeatSpace,BG,2050,lifeConv,30,
resistiveHeatSpace,BG,,effConv,1,
resistiveHeatSpace,BG,2025,costExpConv,756.448,
resistiveHeatSpace,BG,2030,costExpConv,737.725,
resistiveHeatSpace,BG,2035,costExpConv,719.6913,
resistiveHeatSpace,BG,2040,costExpConv,701.6577,
resistiveHeatSpace,BG,2045,costExpConv,684.5057,
resistiveHeatSpace,BG,2050,costExpConv,667.3537,
resistiveHeatSpace,BG,2025,costOprConv,3.5745,
resistiveHeatSpace,BG,2030,costOprConv,3.429,
resistiveHeatSpace,BG,2035,costOprConv,3.3544,
resistiveHeatSpace,BG,2040,costOprConv,3.2799,
resistiveHeatSpace,BG,2045,costOprConv,3.2053,
resistiveHeatSpace,BG,2050,costOprConv,3.1308,
gasBoilerSpace,CH,2025,lifeConv,22.9917,
gasBoilerSpace,CH,2030,lifeConv,22.9917,
gasBoilerSpace,CH,2035,lifeConv,22.9917,
gasBoilerSpace,CH,2040,lifeConv,22.9917,
gasBoilerSpace,CH,2045,lifeConv,22.9917,
gasBoilerSpace,CH,2050,lifeConv,22.9917,
gasBoilerSpace,CH,,effConv,1.0032,
gasBoilerSpace,CH,2025,costExpConv,156.3409,
gasBoilerSpace,CH,2030,costExpConv,153.6507,
gasBoilerSpace,CH,2035,costExpConv,150.8351,
gasBoilerSpace,CH,2040,costExpConv,147.9305,
gasBoilerSpace,CH,2045,costExpConv,144.4289,
gasBoilerSpace,CH,2050,costExpConv,140.9273,
gasBoilerSpace,CH,2025,costOprConv,6.5841,
gasBoilerSpace,CH,2030,costOprConv,6.5804,
gasBoilerSpace,CH,2035,costOprConv,6.4447,
gasBoilerSpace,CH,2040,costOprConv,6.3058,
gasBoilerSpace,CH,2045,costOprConv,5.7544,
gasBoilerSpace,CH,2050,costOprConv,5.2029,
districtHeatSpace,CH,2025,lifeConv,25,
districtHeatSpace,CH,2030,lifeConv,25,
districtHeatSpace,CH,2035,lifeConv,25,
districtHeatSpace,CH,2040,lifeConv,25,
districtHeatSpace,CH,2045,lifeConv,25,
districtHeatSpace,CH,2050,lifeConv,25,
districtHeatSpace,CH,,effConv,0.9,
districtHeatSpace,CH,2025,costExpConv,94.3903,
districtHeatSpace,CH,2030,costExpConv,92.0211,
districtHeatSpace,CH,2035,costExpConv,89.614,
districtHeatSpace,CH,2040,costExpConv,87.1871,
districtHeatSpace,CH,2045,costExpConv,84.8707,
districtHeatSpace,CH,2050,costExpConv,82.5543,
districtHeatSpace,CH,2025,costOprConv,1.6261,
districtHeatSpace,CH,2030,costOprConv,1.645,
districtHeatSpace,CH,2035,costOprConv,1.6153,
districtHeatSpace,CH,2040,costOprConv,1.5851,
districtHeatSpace,CH,2045,costOprConv,1.5535,
districtHeatSpace,CH,2050,costOprConv,1.5218,
bioBoilerSpace,CH,2025,lifeConv,20,
bioBoilerSpace,CH,2030,lifeConv,20,
bioBoilerSpace,CH,2035,lifeConv,20,
bioBoilerSpace,CH,2040,lifeConv,20,
bioBoilerSpace,CH,2045,lifeConv,20,
bioBoilerSpace,CH,2050,lifeConv,20,
bioBoilerSpace,CH,,effConv,0.8812,
bioBoilerSpace,CH,2025,costExpConv,289.7278,
bioBoilerSpace,CH,2030,costExpConv,290.1275,
bioBoilerSpace,CH,2035,costExpConv,285.048,
bioBoilerSpace,CH,2040,costExpConv,279.8045,
bioBoilerSpace,CH,2045,costExpConv,289.4886,
bioBoilerSpace,CH,2050,costExpConv,299.1727,
bioBoilerSpace,CH,2025,costOprConv,15.1464,
bioBoilerSpace,CH,2030,costOprConv,15.3169,
bioBoilerSpace,CH,2035,costOprConv,15.143,
bioBoilerSpace,CH,2040,costOprConv,14.9619,
bioBoilerSpace,CH,2045,costOprConv,15.942,
bioBoilerSpace,CH,2050,costOprConv,16.9221,
heatpumpAirSpace,CH,2025,lifeConv,18.3934,
heatpumpAirSpace,CH,2030,lifeConv,18.3934,
heatpumpAirSpace,CH,2035,lifeConv,18.3934,
heatpumpAirSpace,CH,2040,lifeConv,18.3934,
heatpumpAirSpace,CH,2045,lifeConv,18.3934,
heatpumpAirSpace,CH,2050,lifeConv,18.3934,
heatpumpAirSpace,CH,2025,costExpConv,2942.0902,
heatpumpAirSpace,CH,2030,costExpConv,2786.8549,
heatpumpAirSpace,CH,2035,costExpConv,2727.1658,
heatpumpAirSpace,CH,2040,costExpConv,2668.2817,
heatpumpAirSpace,CH,2045,costExpConv,2586.1758,
heatpumpAirSpace,CH,2050,costExpConv,2504.0699,
heatpumpAirSpace,CH,2025,costOprConv,64.9205,
heatpumpAirSpace,CH,2030,costOprConv,67.0664,
heatpumpAirSpace,CH,2035,costOprConv,67.7657,
heatpumpAirSpace,CH,2040,costOprConv,68.4451,
heatpumpAirSpace,CH,2045,costOprConv,68.6952,
heatpumpAirSpace,CH,2050,costOprConv,68.9452,
heatpumpGroundSpace,CH,2025,lifeConv,20,
heatpumpGroundSpace,CH,2030,lifeConv,20,
heatpumpGroundSpace,CH,2035,lifeConv,20,
heatpumpGroundSpace,CH,2040,lifeConv,20,
heatpumpGroundSpace,CH,2045,lifeConv,20,
heatpumpGroundSpace,CH,2050,lifeConv,20,
heatpumpGroundSpace,CH,2025,costExpConv,3910.575,
heatpumpGroundSpace,CH,2030,costExpConv,3778.5745,
heatpumpGroundSpace,CH,2035,costExpConv,3745.4435,
heatpumpGroundSpace,CH,2040,costExpConv,3712.9076,
heatpumpGroundSpace,CH,2045,costExpConv,3634.5208,
heatpumpGroundSpace,CH,2050,costExpConv,3556.1341,
heatpumpGroundSpace,CH,2025,costOprConv,57.7641,
heatpumpGroundSpace,CH,2030,costOprConv,58.5715,
heatpumpGroundSpace,CH,2035,costOprConv,58.9645,
heatpumpGroundSpace,CH,2040,costOprConv,59.3273,
heatpumpGroundSpace,CH,2045,costOprConv,59.0637,
heatpumpGroundSpace,CH,2050,costOprConv,58.8001,
solarThermalResi_b,CH,2025,lifeConv,25,
solarThermalResi_b,CH,2030,lifeConv,30,
solarThermalResi_b,CH,2035,lifeConv,30,
solarThermalResi_b,CH,2040,lifeConv,30,
solarThermalResi_b,CH,2045,lifeConv,30,
solarThermalResi_b,CH,2050,lifeConv,30,
solarThermalResi_b,CH,2025,costExpConv,1346.376,
solarThermalResi_b,CH,2030,costExpConv,1288.8263,
solarThermalResi_b,CH,2035,costExpConv,1255.6121,
solarThermalResi_b,CH,2040,costExpConv,1225.041,
solarThermalResi_b,CH,2045,costExpConv,1194.6947,
solarThermalResi_b,CH,2050,costExpConv,1164.3483,
solarThermalResi_b,CH,2025,costOprConv,8.8359,
solarThermalResi_b,CH,2030,costOprConv,8.9497,
solarThermalResi_b,CH,2035,costOprConv,8.7793,
solarThermalResi_b,CH,2040,costOprConv,8.6288,
solarThermalResi_b,CH,2045,costOprConv,8.4107,
solarThermalResi_b,CH,2050,costOprConv,8.1925,
resistiveHeatSpace,CH,2025,lifeConv,30,
resistiveHeatSpace,CH,2030,lifeConv,30,
resistiveHeatSpace,CH,2035,lifeConv,30,
resistiveHeatSpace,CH,2040,lifeConv,30,
resistiveHeatSpace,CH,2045,lifeConv,30,
resistiveHeatSpace,CH,2050,lifeConv,30,
resistiveHeatSpace,CH,,effConv,1,
resistiveHeatSpace,CH,2025,costExpConv,751.4935,
resistiveHeatSpace,CH,2030,costExpConv,732.8931,
resistiveHeatSpace,CH,2035,costExpConv,714.9776,
resistiveHeatSpace,CH,2040,costExpConv,697.062,
resistiveHeatSpace,CH,2045,costExpConv,680.0224,
resistiveHeatSpace,CH,2050,costExpConv,662.9828,
resistiveHeatSpace,CH,2025,costOprConv,3.3892,
resistiveHeatSpace,CH,2030,costOprConv,3.2516,
resistiveHeatSpace,CH,2035,costOprConv,3.1809,
resistiveHeatSpace,CH,2040,costOprConv,3.1102,
resistiveHeatSpace,CH,2045,costOprConv,3.0395,
resistiveHeatSpace,CH,2050,costOprConv,2.9688,
gasBoilerSpace,CZ,2025,lifeConv,22.7114,
gasBoilerSpace,CZ,2030,lifeConv,22.7114,
gasBoilerSpace,CZ,2035,lifeConv,22.7114,
gasBoilerSpace,CZ,2040,lifeConv,22.7114,
gasBoilerSpace,CZ,2045,lifeConv,22.7114,
gasBoilerSpace,CZ,2050,lifeConv,22.7114,
gasBoilerSpace,CZ,,effConv,1.0014,
gasBoilerSpace,CZ,2025,costExpConv,165.1986,
gasBoilerSpace,CZ,2030,costExpConv,162.4311,
gasBoilerSpace,CZ,2035,costExpConv,159.4783,
gasBoilerSpace,CZ,2040,costExpConv,156.3949,
gasBoilerSpace,CZ,2045,costExpConv,152.6796,
gasBoilerSpace,CZ,2050,costExpConv,148.9643,
gasBoilerSpace,CZ,2025,costOprConv,7.1485,
gasBoilerSpace,CZ,2030,costOprConv,7.1475,
gasBoilerSpace,CZ,2035,costOprConv,6.9994,
gasBoilerSpace,CZ,2040,costOprConv,6.8467,
gasBoilerSpace,CZ,2045,costOprConv,6.3395,
gasBoilerSpace,CZ,2050,costOprConv,5.8322,
districtHeatSpace,CZ,2025,lifeConv,25,
districtHeatSpace,CZ,2030,lifeConv,25,
districtHeatSpace,CZ,2035,lifeConv,25,
districtHeatSpace,CZ,2040,lifeConv,25,
districtHeatSpace,CZ,2045,lifeConv,25,
districtHeatSpace,CZ,2050,lifeConv,25,
districtHeatSpace,CZ,,effConv,0.9,
districtHeatSpace,CZ,2025,costExpConv,101.4077,
districtHeatSpace,CZ,2030,costExpConv,98.8557,
districtHeatSpace,CZ,2035,costExpConv,96.2461,
districtHeatSpace,CZ,2040,costExpConv,93.6127,
districtHeatSpace,CZ,2045,costExpConv,91.1078,
districtHeatSpace,CZ,2050,costExpConv,88.6029,
districtHeatSpace,CZ,2025,costOprConv,1.7909,
districtHeatSpace,CZ,2030,costOprConv,1.8141,
districtHeatSpace,CZ,2035,costOprConv,1.7823,
districtHeatSpace,CZ,2040,costOprConv,1.7498,
districtHeatSpace,CZ,2045,costOprConv,1.7154,
districtHeatSpace,CZ,2050,costOprConv,1.681,
bioBoilerSpace,CZ,2025,lifeConv,20,
bioBoilerSpace,CZ,2030,lifeConv,20,
bioBoilerSpace,CZ,2035,lifeConv,20,
bioBoilerSpace,CZ,2040,lifeConv,20,
bioBoilerSpace,CZ,2045,lifeConv,20,
bioBoilerSpace,CZ,2050,lifeConv,20,
bioBoilerSpace,CZ,,effConv,0.88,
bioBoilerSpace,CZ,2025,costExpConv,298.7723,
bioBoilerSpace,CZ,2030,costExpConv,299.0256,
bioBoilerSpace,CZ,2035,costExpConv,294.0652,
bioBoilerSpace,CZ,2040,costExpConv,288.8483,
bioBoilerSpace,CZ,2045,costExpConv,301.1988,
bioBoilerSpace,CZ,2050,costExpConv,313.5493,
bioBoilerSpace,CZ,2025,costOprConv,16.6269,
bioBoilerSpace,CZ,2030,costOprConv,16.8066,
bioBoilerSpace,CZ,2035,costOprConv,16.6229,
bioBoilerSpace,CZ,2040,costOprConv,16.4271,
bioBoilerSpace,CZ,2045,costOprConv,17.6029,
bioBoilerSpace,CZ,2050,costOprConv,18.7787,
heatpumpAirSpace,CZ,2025,lifeConv,18.1692,
heatpumpAirSpace,CZ,2030,lifeConv,18.1692,
heatpumpAirSpace,CZ,2035,lifeConv,18.1692,
heatpumpAirSpace,CZ,2040,lifeConv,18.1692,
heatpumpAirSpace,CZ,2045,lifeConv,18.1692,
heatpumpAirSpace,CZ,2050,lifeConv,18.1692,
heatpumpAirSpace,CZ,2025,costExpConv,3101.4243,
heatpumpAirSpace,CZ,2030,costExpConv,2943.5558,
heatpumpAirSpace,CZ,2035,costExpConv,2881.8346,
heatpumpAirSpace,CZ,2040,costExpConv,2821.6385,
heatpumpAirSpace,CZ,2045,costExpConv,2736.668,
heatpumpAirSpace,CZ,2050,costExpConv,2651.6975,
heatpumpAirSpace,CZ,2025,costOprConv,68.8649,
heatpumpAirSpace,CZ,2030,costOprConv,71.125,
heatpumpAirSpace,CZ,2035,costOprConv,71.8519,
heatpumpAirSpace,CZ,2040,costOprConv,72.5455,
heatpumpAirSpace,CZ,2045,costOprConv,72.7699,
heatpumpAirSpace,CZ,2050,costOprConv,72.9942,
heatpumpGroundSpace,CZ,2025,lifeConv,20,
heatpumpGroundSpace,CZ,2030,lifeConv,20,
heatpumpGroundSpace,CZ,2035,lifeConv,20,
heatpumpGroundSpace,CZ,2040,lifeConv,20,
heatpumpGroundSpace,CZ,2045,lifeConv,20,
heatpumpGroundSpace,CZ,2050,lifeConv,20,
heatpumpGroundSpace,CZ,2025,costExpConv,4191.3311,
heatpumpGroundSpace,CZ,2030,costExpConv,4054.9217,
heatpumpGroundSpace,CZ,2035,costExpConv,4020.8594,
heatpumpGroundSpace,CZ,2040,costExpConv,3987.9318,
heatpumpGroundSpace,CZ,2045,costExpConv,3904.6384,
heatpumpGroundSpace,CZ,2050,costExpConv,3821.345,
heatpumpGroundSpace,CZ,2025,costOprConv,62.0959,
heatpumpGroundSpace,CZ,2030,costOprConv,62.9406,
heatpumpGroundSpace,CZ,2035,costOprConv,63.3691,
heatpumpGroundSpace,CZ,2040,costOprConv,63.7451,
heatpumpGroundSpace,CZ,2045,costOprConv,63.4207,
heatpumpGroundSpace,CZ,2050,costOprConv,63.0963,
solarThermalResi_b,CZ,2025,lifeConv,25,
solarThermalResi_b,CZ,2030,lifeConv,30,
solarThermalResi_b,CZ,2035,lifeConv,30,
solarThermalResi_b,CZ,2040,lifeConv,30,
solarThermalResi_b,CZ,2045,lifeConv,30,
solarThermalResi_b,CZ,2050,lifeConv,30,
solarThermalResi_b,CZ,2025,costExpConv,1309.0958,
solarThermalResi_b,CZ,2030,costExpConv,1253.9656,
solarThermalResi_b,CZ,2035,costExpConv,1220.252,
solarThermalResi_b,CZ,2040,costExpConv,1190.5094,
solarThermalResi_b,CZ,2045,costExpConv,1161.0326,
solarThermalResi_b,CZ,2050,costExpConv,1131.5557,
solarThermalResi_b,CZ,2025,costOprConv,8.8512,
solarThermalResi_b,CZ,2030,costOprConv,8.9405,
solarThermalResi_b,CZ,2035,costOprConv,8.7538,
solarThermalResi_b,CZ,2040,costOprConv,8.5984,
solarThermalResi_b,CZ,2045,costOprConv,8.3791,
solarThermalResi_b,CZ,2050,costOprConv,8.1599,
resistiveHeatSpace,CZ,2025,lifeConv,30,
resistiveHeatSpace,CZ,2030,lifeConv,30,
resistiveHeatSpace,CZ,2035,lifeConv,30,
resistiveHeatSpace,CZ,2040,lifeConv,30,
resistiveHeatSpace,CZ,2045,lifeConv,30,
resistiveHeatSpace,CZ,2050,lifeConv,30,
resistiveHeatSpace,CZ,,effConv,1,
resistiveHeatSpace,CZ,2025,costExpConv,763.0442,
resistiveHeatSpace,CZ,2030,costExpConv,744.1579,
resistiveHeatSpace,CZ,2035,costExpConv,725.967,
resistiveHeatSpace,CZ,2040,costExpConv,707.7761,
resistiveHeatSpace,CZ,2045,costExpConv,690.4745,
resistiveHeatSpace,CZ,2050,costExpConv,673.173,
resistiveHeatSpace,CZ,2025,costOprConv,3.8211,
resistiveHeatSpace,CZ,2030,costOprConv,3.6652,
resistiveHeatSpace,CZ,2035,costOprConv,3.5855,
resistiveHeatSpace,CZ,2040,costOprConv,3.5058,
resistiveHeatSpace,CZ,2045,costOprConv,3.4261,
resistiveHeatSpace,CZ,2050,costOprConv,3.3464,
gasBoilerSpace,DE,2025,lifeConv,22.9917,
gasBoilerSpace,DE,2030,lifeConv,22.9917,
gasBoilerSpace,DE,2035,lifeConv,22.9917,
gasBoilerSpace,DE,2040,lifeConv,22.9917,
gasBoilerSpace,DE,2045,lifeConv,22.9917,
gasBoilerSpace,DE,2050,lifeConv,22.9917,
gasBoilerSpace,DE,,effConv,1.0032,
gasBoilerSpace,DE,2025,costExpConv,156.3409,
gasBoilerSpace,DE,2030,costExpConv,153.6507,
gasBoilerSpace,DE,2035,costExpConv,150.8351,
gasBoilerSpace,DE,2040,costExpConv,147.9305,
gasBoilerSpace,DE,2045,costExpConv,144.4289,
gasBoilerSpace,DE,2050,costExpConv,140.9273,
gasBoilerSpace,DE,2025,costOprConv,6.5841,
gasBoilerSpace,DE,2030,costOprConv,6.5804,
gasBoilerSpace,DE,2035,costOprConv,6.4447,
gasBoilerSpace,DE,2040,costOprConv,6.3058,
gasBoilerSpace,DE,2045,costOprConv,5.7544,
gasBoilerSpace,DE,2050,costOprConv,5.2029,
districtHeatSpace,DE,2025,lifeConv,25,
districtHeatSpace,DE,2030,lifeConv,25,
districtHeatSpace,DE,2035,lifeConv,25,
districtHeatSpace,DE,2040,lifeConv,25,
districtHeatSpace,DE,2045,lifeConv,25,
districtHeatSpace,DE,2050,lifeConv,25,
districtHeatSpace,DE,,effConv,0.9,
districtHeatSpace,DE,2025,costExpConv,94.3903,
districtHeatSpace,DE,2030,costExpConv,92.0211,
districtHeatSpace,DE,2035,costExpConv,89.614,
districtHeatSpace,DE,2040,costExpConv,87.1871,
districtHeatSpace,DE,2045,costExpConv,84.8707,
districtHeatSpace,DE,2050,costExpConv,82.5543,
districtHeatSpace,DE,2025,costOprConv,1.6261,
districtHeatSpace,DE,2030,costOprConv,1.645,
districtHeatSpace,DE,2035,costOprConv,1.6153,
districtHeatSpace,DE,2040,costOprConv,1.5851,
districtHeatSpace,DE,2045,costOprConv,1.5535,
districtHeatSpace,DE,2050,costOprConv,1.5218,
bioBoilerSpace,DE,2025,lifeConv,20,
bioBoilerSpace,DE,2030,lifeConv,20,
bioBoilerSpace,DE,2035,lifeConv,20,
bioBoilerSpace,DE,2040,lifeConv,20,
bioBoilerSpace,DE,2045,lifeConv,20,
bioBoilerSpace,DE,2050,lifeConv,20,
bioBoilerSpace,DE,,effConv,0.8812,
bioBoilerSpace,DE,2025,costExpConv,289.7278,
bioBoilerSpace,DE,2030,costExpConv,290.1275,
bioBoilerSpace,DE,2035,costExpConv,285.048,
bioBoilerSpace,DE,2040,costExpConv,279.8045,
bioBoilerSpace,DE,2045,costExpConv,289.4886,
bioBoilerSpace,DE,2050,costExpConv,299.1727,
bioBoilerSpace,DE,2025,costOprConv,15.1464,
bioBoilerSpace,DE,2030,costOprConv,15.3169,
bioBoilerSpace,DE,2035,costOprConv,15.143,
bioBoilerSpace,DE,2040,costOprConv,14.9619,
bioBoilerSpace,DE,2045,costOprConv,15.942,
bioBoilerSpace,DE,2050,costOprConv,16.9221,
heatpumpAirSpace,DE,2025,lifeConv,18.3934,
heatpumpAirSpace,DE,2030,lifeConv,18.3934,
heatpumpAirSpace,DE,2035,lifeConv,18.3934,
heatpumpAirSpace,DE,2040,lifeConv,18.3934,
heatpumpAirSpace,DE,2045,lifeConv,18.3934,
heatpumpAirSpace,DE,2050,lifeConv,18.3934,
heatpumpAirSpace,DE,2025,costExpConv,2942.0902,
heatpumpAirSpace,DE,2030,costExpConv,2786.8549,
heatpumpAirSpace,DE,2035,costExpConv,2727.1658,
heatpumpAirSpace,DE,2040,costExpConv,2668.2817,
heatpumpAirSpace,DE,2045,costExpConv,2586.1758,
heatpumpAirSpace,DE,2050,costExpConv,2504.0699,
heatpumpAirSpace,DE,2025,costOprConv,64.9205,
heatpumpAirSpace,DE,2030,costOprConv,67.0664,
heatpumpAirSpace,DE,2035,costOprConv,67.7657,
heatpumpAirSpace,DE,2040,costOprConv,68.4451,
heatpumpAirSpace,DE,2045,costOprConv,68.6952,
heatpumpAirSpace,DE,2050,costOprConv,68.9452,
heatpumpGroundSpace,DE,2025,lifeConv,20,
heatpumpGroundSpace,DE,2030,lifeConv,20,
heatpumpGroundSpace,DE,2035,lifeConv,20,
heatpumpGroundSpace,DE,2040,lifeConv,20,
heatpumpGroundSpace,DE,2045,lifeConv,20,
heatpumpGroundSpace,DE,2050,lifeConv,20,
heatpumpGroundSpace,DE,2025,costExpConv,3910.575,
heatpumpGroundSpace,DE,2030,costExpConv,3778.5745,
heatpumpGroundSpace,DE,2035,costExpConv,3745.4435,
heatpumpGroundSpace,DE,2040,costExpConv,3712.9076,
heatpumpGroundSpace,DE,2045,costExpConv,3634.5208,
heatpumpGroundSpace,DE,2050,costExpConv,3556.1341,
heatpumpGroundSpace,DE,2025,costOprConv,57.7641,
heatpumpGroundSpace,DE,2030,costOprConv,58.5715,
heatpumpGroundSpace,DE,2035,costOprConv,58.9645,
heatpumpGroundSpace,DE,2040,costOprConv,59.3273,
heatpumpGroundSpace,DE,2045,costOprConv,59.0637,
heatpumpGroundSpace,DE,2050,costOprConv,58.8001,
